time_utc,tx_hash,token,symbol,name,bnb_amount,usd_amount,token_amount,trade_fdv_usd,trade_fdv_bucket,state_pool_bnb_after,state_pool_token_after,approx_pool_liquidity_usd_after,trade_volume_usd,bnb_price_usd
2026-01-27 04:33:12,0x70f3ee3578fe2e1404aa591e54e73be2f363f31d2f2ca3618312954e0e600921,0x59473e5710e686293ea307e3001e740771ff4444,,,0.3,269.013,28627008.54850403,9397.174683627847,0-50k,2.230481795331955,514649820.16782296,4000.190661384235,269.013,896.71
2026-01-27 04:42:51,0x904e4e212f3190ee805260c95936acc2fe2ddae1e20eb621a6560f8c1624b27f,0x59473e5710e686293ea307e3001e740771ff4444,,,0.3,269.013,23917792.76885049,11247.400736340143,0-50k,3.005752596355838,447977316.3988905,5390.576821356487,269.013,896.71
2026-01-27 04:55:37,0x3db5732e3833cace476d1b57de71c0f49fd85fb042a969ee6f8132ab3c744682,0x86090d40d5a271e8c7d390fde2fdf2afa0c84444,,,0.2,179.342,9584663.636981873,18711.350423192656,0-50k,5.5706167008082925,290184100.2506657,9990.455403563608,179.342,896.71
2026-01-27 07:22:57,0xf0f6ad489f9c72b72c8d298c5a9a6584fbab3e04e7dce5bf9e3b1c6afe131b7b,0x3a4e01ca4406faf5303e636596fa3a2b08984444,,,0.3,269.013,40455403.85405865,6649.618453209719,0-50k,0.9211881587008848,660373886.0391114,1652.0772675773408,269.013,896.71
2026-01-27 07:24:09,0xdbe3d603b874d2da38b1a52e3c2dc99f6a5177b678613a3bfdde7d0ecb57642a,0x9b55e7521c21110f816d84859aaf601b31d74444,,,0.3,269.013,35059888.70090917,7672.956474417557,0-50k,,,,269.013,896.71
2026-01-27 07:52:56,0xc125f9f2c7fbd3340d0800689d3ede018a8b8d6c52aae4aaefce7cd16cfac5de,0x9b55e7521c21110f816d84859aaf601b31d74444,,,0.3,269.013,26645216.306551244,10096.10869377172,0-50k,,,,269.013,896.71
2026-01-27 08:01:58,0x32d396508fd69cc8ff8e0d3ae4a14a6ebddf978105efa53d6c42335c7acc35ff,0x1bb8989abef1fd788bf79c4677c6f7fa2d834444,,,0.5,448.355,14078387.210743919,31847.042796055357,0-50k,9.263871036563128,155134851.7314253,16614.011594393043,448.355,896.71
2026-01-27 08:06:19,0x9eab4bc0cf9b4fe612dea7d075b64eec28ba8d6df2aaec8d4be907e6900fbc24,0xfb8ba7442f940e812e90c67a2c1a7565e6fb4444,,,0.3,269.013,13996496.811704228,19220.023668711478,0-50k,5.777241279514926,280422560.8758543,10361.020055507659,269.013,896.71
2026-01-27 08:13:20,0x6e07d280c8fa536a5c718902e342c1a3571be95ce963a5f533f732cf786d4014,0xa0550920c3f6b6c1c2475d0e5e211eb513404444,,,0.3,269.013,20487380.969131496,13130.668112499301,0-50k,3.7317599278168805,395013155.67965204,6692.61288974535,269.013,896.71
2026-01-27 08:17:34,0x20bf8d7425bac56d275bcdd7275ee1a56be86f0316bc4194010ee8c08f4a739b,0xfb8ba7442f940e812e90c67a2c1a7565e6fb4444,,,0.3,269.013,20761570.0890907,12957.257030447547,0-50k,3.667184530532004,399407166.9630672,6576.802080746706,269.013,896.71
2026-01-27 08:42:16,0x0c49044aab00ad82496593cba3d3b73858339ebb770da08382df9eee511a8775,0x1bb8989abef1fd788bf79c4677c6f7fa2d834444,,,0.5,448.355,3774193.377134598,118794.91992018577,100k-200k,,,,448.355,896.71
2026-01-27 08:44:22,0x86b48ec2c4a24d4ac4de8a835ff65ffb33e5109c86da37d6f0495432138cd1f0,0x4106eeaa36217a412a0c136f62a9bac6a6664444,ong咪,你瞅啥真名,0.3,269.013,44090103.45659055,6101.437259380896,0-50k,0.629171931317397,700536115.8215508,1128.369525063246,269.013,896.71
2026-01-27 09:36:03,0x3b006b1ae6b7407922fcf4c1b5805bed69e3ead1d4d70c892a087dade5442653,0x72c0465c6c8cd014651a07dd7a2e7ad92e617777,,,0.5,448.355,22164435.56658745,20228.57738258349,0-50k,,,,448.355,896.71
2026-01-27 10:51:05,0xa3275c9cd0de3dd43ee2a27382da9664ccf63486aa1fd22a43cf8af9ff871ccc,0x25c7bd812720ae3b0e4a1609576c7260e5034444,,,0.3,269.013,18199426.058884654,14781.400200731734,0-50k,4.326300483974017,357099597.0244932,7758.873813968682,269.013,896.71
2026-01-27 10:56:30,0x9f7d5f0070a83447e524349ad691c52032d34c02bb1bfdd6b06a428b385166c1,0x969a531eaa8041816d2ea785b0072f9442864444,,,0.5,448.355,58045854.409725316,7724.151958126405,0-50k,1.561170390712918,582972944.2945126,2799.8342021123613,448.355,896.71
2026-01-27 11:30:30,0x86f2c679fec3ccac63b3b8077ff5448c29d529179fb76536336a127cb1678f8c,0xc7530c56f18aa493a2ee37d24f7c47b1abef4444,,,0.3,269.013,19306497.820843007,13933.806249913308,0-50k,4.025421862308148,375733528.267418,7219.272076300679,269.013,896.71
2026-01-27 12:44:21,0x763e55ec8c3a214ad2e4293600f58fae25ed988688030a8dda639a53ddc1c8a8,0x91bcfb794c6de41d3831c3abb9c508bce4524444,,,0.3,269.013,10227183.799383909,26303.722048703716,0-50k,,,,269.013,896.71
2026-01-27 14:17:34,0x73a7a7681b00a1bf6bb8ccc38a4b886d9d1fca5a8a51da128ec6c6e2ffadb7f3,0x92cf38055fe07a4217fdd215b4a679135a9b4444,,,0.5,448.355,10610212.089683408,42256.93098406087,0-50k,11.569624318689439,99342843.05272776,20749.195645624015,448.355,896.71
2026-01-28 03:47:01,0xd7a39b1b277a1370701723dde6f16ba51910cb2fb1b7fd168b0f5569aa923835,0x61df2501443059936588a57ba500840edd754444,,,0.3,270.49199999999996,54103468.39592269,4999.531601570753,0-50k,659.4415713344164,651495568.3289232,1189157.7967559265,270.49199999999996,901.64
2026-01-28 03:47:38,0x8a8fd2c76ae9d6ec5e651199effef6a718a5998f3d66ca438b4e37314c60e51b,0xcd42f78606a934acf2598a0b8afa2c7b3a104444,,,0.3,270.49199999999996,27283421.2987618,9914.152519144498,0-50k,2.4310628945799673,496246732.7545172,4383.887096538163,270.49199999999996,901.64
2026-01-28 03:52:10,0x8e1302f1f6935bb604842bf30830f39fd9a3e9caba3bb54b21931f563e241332,0x944ec26fd056e29c59a329db9c3830b28e424444,,,0.5,450.82,58164113.72988836,7750.827290063917,0-50k,1.5535700066553244,583816835.7764723,2801.5217216014134,450.82,901.64
2026-01-28 03:52:55,0x782639eefc179c92b7c0bcdcdc3cc0f12d86c52809e0d1c5ffdce5706ee0cafa,0xb1a9696050710f4ac9ebcb33347e073f51e84444,,,0.3,270.49199999999996,43655408.39166164,6196.070772565835,0-50k,1176.4856477147887,560973231.0750463,2121533.038811124,270.49199999999996,901.64
2026-01-28 03:57:48,0x855787ff4866954892bd0e1f61293c7dbe315446b03846d7dd845ab38f2b0732,0x9d019856944b4a75a2ffabb0aa3bc0cbf8864444,,,0.3,270.49199999999996,23553996.383413054,11483.91107805735,0-50k,3039.926733290428,343353965.6508226,5481839.079607963,270.49199999999996,901.64
2026-01-28 04:29:30,0x8cdd204e673cc7c56b91e4c517e02afa67c765c497f8b5e0923da5c8f035ce37,0x007be65c48bc24b8fdb85fddfc65e3884bba4444,肉包,网友手搓肉包AI模型吊打豆包,0.3,270.49199999999996,16631366.469246728,16263.96727533905,0-50k,4.8028414076797565,329678646.888111,8660.867853640751,270.49199999999996,901.64
2026-01-28 06:02:24,0x14a71bb257516825525157bee394b47a733f47027196af045edf5b21d7cd1abf,0x635d70fec2ecf52e3399ac81f92c075c24c04444,,,0.3,270.49199999999996,26551211.953494847,10187.557557589984,0-50k,,,,270.49199999999996,901.64
2026-01-28 06:04:30,0x7a0e5eb24d582358da121d7b1a5d7eef491b1b407806b79a529d493fb6623af4,0x7bd895867b96e9c7b29e1fa416370fb94d534444,,,0.3,270.49199999999996,18497676.682205603,14623.025618141974,0-50k,,,,270.49199999999996,901.64
2026-01-28 07:06:48,0x9b32584a2c2dce08a874565a45f335cfe24b25423ea976578bcb07c52dcfe701,0x27258f8cc25550fece5b4ce0cdda0c4adecb4444,,,0.3,270.49199999999996,35908470.3695511,7532.818781090882,0-50k,1.347210826782767,607382102.4691796,2429.398339720828,270.49199999999996,901.64
2026-01-28 07:15:14,0xed7b4e5b3b8008c655d8447f60b2808a814a2ba65ea4d86830080e31bdf5d3ba,0xae34296bc7148f493ebd4e49641d29d0e0994444,Vance1,Vance1,0.5,450.82,30176500.159184527,14939.439551368527,0-50k,4157.253156318319,259917597.80582878,7496691.471725699,450.82,901.64
2026-01-28 07:19:09,0x11563082724b27fc640e114f5cda7c8a3b5ac7de285360c5bbefa6c428527ec8,0x18fbff3455fb5d3f2ff22674da00eb2025aa4444,,,0.3,270.49199999999996,37609768.44468268,7192.067677785517,0-50k,1.1787811824652676,627597672.281636,2125.6725307159677,270.49199999999996,901.64
2026-01-28 07:30:08,0xde1e362be93c11e1bcae7cf8253725cf339663727e756517c80ccfc5856cbcee,0xae34296bc7148f493ebd4e49641d29d0e0994444,Vance1,Vance1,0.5,450.82,18523574.729102183,24337.63496479552,0-50k,6369.112277929574,147223297.80974185,11485292.788544841,450.82,901.64
2026-01-28 08:23:38,0x22b95fd7648ffaa56a6143653bf732950b1b441b89d6429a74d0304c73e20dd0,0x5758bc01677463467996180049ae9a32856b4444,,,0.1,90.164,15694146.48724068,5745.071901380761,0-50k,0.31508723371657915,747774275.5225341,568.1905068164328,90.164,901.64
2026-01-28 09:50:07,0xfd7e8f7943cfc1bb1d634f0951303d376a051881677669d187d412a4d38ac557,0x3efc443b90e81b9970e00e5f264a8c286c1f4444,,,0.3,270.49199999999996,48717349.02951711,5552.272555637479,0-50k,0.30581210723014407,749238965.6214032,551.4648567259742,270.49199999999996,901.64
2026-01-28 09:58:35,0x0285dde5c2327462b7739673a803d71d2205b8859ccab37a5b54667800279329,0x226802895a5449658c159aeeaad3f46de8297777,,,0.5,450.82,18340479.73498163,24580.600208626525,0-50k,,,,450.82,901.64
2026-01-28 10:18:24,0x0e5772fb39172397295866524e3467ec4d86aeb398e6fbeeb538ce9bd148006b,0x37314bc530d90630f8fba2709436417551b24444,悲观者永远正确，乐观者继续前行,悲观者永远正确，乐观者继续前行,0.5,450.82,26836452.435996555,16798.79265246331,0-50k,5.079043176334171,314849578.6073505,9158.936979019883,450.82,901.64
2026-01-28 10:18:43,0x0628272c7409c8a51bdd1dd9acd64eae18d3787029ab25614ccfa994c4f48389,0x37314bc530d90630f8fba2709436417551b24444,悲观者永远正确，乐观者继续前行,悲观者永远正确，乐观者继续前行,0.15,135.24599999999998,8918068.622059604,15165.391267057248,0-50k,4.356798121780081,355270314.7291989,7856.526917043584,135.24599999999998,901.64
2026-01-28 10:33:57,0x43eec00b99ecb06af9a1ad51ed51212bf61455b20cd20cf4c2d6f80abc40b882,0x21349776f675eee5abfa9b1a0bfd1b062f5c4444,,,0.15,135.24599999999998,19049595.698098484,7099.678236924478,0-50k,1.0577815851954495,642702511.0633261,1907.4763769512501,135.24599999999998,901.64
2026-01-28 10:59:12,0x1e14a9c862956c853b3c602caf4e8c685d16cf42ca546e74f1333b0da3f3b6a2,0x824287232b4beedd3988cc67befba76986624444,,,0.3,270.49199999999996,35810398.59361238,7553.448456958771,0-50k,1.3572843621033988,606201731.593505,2447.563744493817,270.49199999999996,901.64
2026-01-28 11:13:15,0x0638ac6aa46f6b29ee2e18a91e6452e95f7e9080228899c915f3d334e4ec0c6d,0xb0645b0520128a40a7bd08b94321f7922e844444,,,0.5,450.82,8045298.861938561,56035.20860272583,50k-100k,,,,450.82,901.64
2026-01-28 11:22:46,0x78543104c2ba7cb362b29c012cc1edc2f14e240497b0237df2ed918a3763fdbe,0xa11cebe24f0782dc7919da17d658085095d14444,,,0.5,450.82,23096940.181392826,19518.60274389012,0-50k,5.935593865400559,273167183.0625478,10703.53770559952,450.82,901.64
2026-01-28 11:26:57,0x8461e6526638e504b90a88b20a13c88bbee9158f619f95aa90a9d0cf368dc65e,0x3ebcf8ae0dd0a7eb673a0d8207fafc3f71424444,,,0.3,270.49199999999996,35960394.71306039,7521.941907432971,0-50k,1.3418940636906929,608006373.8326937,2419.8107271721524,270.49199999999996,901.64
2026-01-28 11:45:11,0x9089ec552c5d3896c0937e38a354253ef4b5c2bb561718c89222f33ce00e594c,0xd45ff38d132114968091f154cdcc0dfea06b4444,Exchange the world,Exchange the world,2.0,1803.28,3283258.440554495,549234.8630634912,200k-1m,,,,1803.28,901.64
2026-01-28 12:00:14,0xc56a35e3b6196f4a40af630c306e7a64025d54b9da6cae986af0dc61e0bbf69e,0xd45ff38d132114968091f154cdcc0dfea06b4444,Exchange the world,Exchange the world,1.0,901.64,2269862.174869646,397222.3556048198,200k-1m,,,,901.64,901.64
2026-01-28 13:13:17,0xd1218a42c21fc54401229788c8f0689cdd7652c9afa67de62ab07ed1f6471616,0x89489fe0924b3ccd41c6d04fe54d9496b7844444,,,0.5,450.82,30631633.687076047,14717.465108307553,0-50k,4.3755468745016834,354150998.0568888,7890.336167851396,450.82,901.64
2026-01-28 13:21:49,0xcc21fd22a4df30e12fd62cc9a6b2e3b86202df776d93871d9025debb6948f24c,0x51723faf92688a38a5804c190071bc69e0b04444,,,0.1,90.164,5857804.479708649,15392.114965995675,0-50k,4.409953665917468,352107208.7155648,7952.381246675651,90.164,901.64
2026-01-28 13:29:10,0x94d77c6b1c9306afb28754a0d75bdb37ab349bd991bb38005718ac7096ba6fbc,0xe7c10e1ebf34de632f7dc71bd40156ba38b14444,,,0.1,90.164,3156493.140602233,28564.611416452328,0-50k,8.222952346282453,186180625.06821766,14828.28550700422,90.164,901.64
2026-01-28 13:31:00,0x3293e53898d35cf644cf5c191aa35f02049f560bf3f902e46eb3170792f0a87a,0x3f822aa384f9d5197a69de0d23c617f1492d4444,,,0.3,270.49199999999996,26475871.563460995,10216.54752145355,0-50k,2.5589007214772432,484959336.5290343,4614.414493025483,270.49199999999996,901.64
2026-01-28 13:33:03,0x20eab9165a3fdeb241bcfcce3c81c5f1959c07c78863bf416a9ee2cba672aded,0xf1251eb7e6c0e3626920048018de77b72e554444,,,0.3,270.49199999999996,27393467.201197807,9874.325072226433,0-50k,2.4140813440859055,497771424.9555011,4353.264606163231,270.49199999999996,901.64
2026-01-29 02:59:30,0x29b82f0f513514dba5d526cc879b398cd507f4345eb3eab5fd0d20e6b83f5d75,0x6daddd0440100e9fc3ca91fb4384408501f74444,,,0.3,260.178,43667347.97444096,5958.181846818025,0-50k,0.6612521803296353,695955958.9627916,1146.9551318253589,260.178,867.26
2026-01-29 03:09:20,0xadd4c73c0fa45ab2b6a15d6d21c9f9547bbe2c60dfe90cac37097a9199a1c615,0x05e0e1b37582d397ab3a8395fa537fd9fad54444,感谢你陪我到山那边,抖音热搜榜一,0.3,260.178,9057481.058969064,28725.20497764241,0-50k,8.644101676147523,173093991.26178154,14993.367239311401,260.178,867.26
2026-01-29 03:34:11,0x8ecf2086748c4cece5914c3f7576f5f3616d0ed24400fbfddebe001502aa9cdd,0xbade5af69756adeaaf146c108bffb5400b7f4444,DILLEY,Dilley Meme Team,0.5,433.63,7772610.321187579,55789.49440163694,50k-100k,,,,433.63,867.26
2026-01-29 03:43:43,0xdfafe6f358ccadf9c12ef6a660c838e3457c473aff1d81f039a140fe6dcffc76,0xf956156c2c7a34b900319424083b72a43aa94444,,,0.3,260.178,31909509.708505437,8153.619481362633,0-50k,2056.451275411203,441816755.11453384,3566955.8662262396,260.178,867.26
2026-01-29 03:43:52,0x278f85858255233a090949b66518c3593a8e815c95e2341f39b28bec18ec562d,0x323b3e0a609f094931059dbd1aa70c070b8d4444,,,0.3,260.178,35144602.0335511,7403.071451815526,0-50k,1772.5278550175008,476367133.210166,3074485.0150849554,260.178,867.26
2026-01-29 03:58:21,0xad02d953ff18a6210d1074b95244235ea93176769c8171df4052da28f8be60e5,0x87d6708fa577ddc61160fcdae3d20ae5d3c44444,,,0.3,260.178,41362694.02484701,6290.160883711015,0-50k,0.8447023493125569,670569830.0406317,1465.1531189296163,260.178,867.26
2026-01-29 04:03:03,0x6e08bb842bfef390c14ef5ee678f485da8d22389168f2c0e3bda001ffcc42fe8,0x58dfa29513b9c9afcb865f9d1a414280b2aa4444,,,0.5,433.63,54282251.84806065,7988.430568683056,0-50k,2086.628724260895,438330645.1113357,3619299.2548050075,433.63,867.26
2026-01-29 04:04:10,0xde38364027497ce09d76cc92083c766d9913a71bfb2b5c9b5d1fe1456375b2ff,0x2148fdf3467890132a33b90c24a0537d40e74444,,,0.3,260.178,33756856.137649596,7707.412056948605,0-50k,1.5781983146903245,581088301.1790823,2737.4165407966616,260.178,867.26
2026-01-29 04:04:42,0x7dd7ebd5b95f93bcf4c86742be4fac0840651bd52a621914a70927f25fbecab9,0x7a2c3ded0396225d9486fe3ce30bdaf408164444,,,0.2,173.452,22311660.301499967,7774.05166877425,0-50k,1.56115448621587,582974708.4807531,2707.853679431151,173.452,867.26
2026-01-29 04:27:59,0x7a02d7f216e012d2b1689dec6ce890075ceced8d476218c2af44cc87149707f5,0xb0dee1f7d25b928b78d9a9c20da38385e9ac4444,,,0.3,260.178,33288940.38645785,7815.748923802996,0-50k,1.6313744415318638,575255792.3878574,2829.6515963258485,260.178,867.26
2026-01-29 04:47:36,0x210bf0aaa4f53037b08cb1fd8d775b9f13219925b2c37d82c41e8fac493b1dd6,0x1f14d00d98eec7d6b6986cc013fc4d206d137777,,,0.5,433.63,24613286.436468355,17617.720458390744,0-50k,,,,433.63,867.26
2026-01-29 04:59:20,0xf3639ab90a32c6c341c53e0ffa33f797db3237992e284ff9149bc5c20b5b27c7,0x91bcfb794c6de41d3831c3abb9c508bce4524444,,,0.3,260.178,21437836.310421973,12136.392695260707,0-50k,,,,260.178,867.26
2026-01-29 06:13:20,0xd865746bdf3e1072a34f03e34eb587ece17011a8721d04c0295c803cf1604ae9,0x190a6af2800fa57795f5b018302c919ecba94444,,,0.3,260.178,24604052.52893664,10574.599436170389,0-50k,2.8790596752631497,458091378.2389133,4993.7865879374385,260.178,867.26
2026-01-29 06:15:35,0xc4cd126ed6901db6136883d1ab4db80e0711e087ae8a744f2d65ff347a5b1422,0xa865f0ba3707f88451b822a3871976c77bca4444,,,0.3,260.178,24498850.546672784,10620.00845730842,0-50k,2.8981353182875695,456550461.04379433,5026.873672276155,260.178,867.26
2026-01-29 06:36:50,0x19ef9a2ebd042a4f79bd06f82f10692ed78da92aa951c9ddb7e058951d2a878b,0xdebffcb5b4b5ed73338445b3b2fd45adc6344444,,,0.3,260.178,13678331.407783516,19021.179721669,0-50k,5249.408776705613,197614860.4244288,9105204.511371419,260.178,867.26
2026-01-29 08:55:06,0xd126f3199a8c38114d6e29b4cc8f61e01a1e73d42cb5c8fcd0a9a543b3bd68d1,0x94c515a7c2bc05279f7eac848691c364daf84444,,,0.3,260.178,28745912.65081186,9050.956327617307,0-50k,2.2134114477662337,516256693.91480136,3839.2064243794875,260.178,867.26
2026-01-29 09:47:28,0x66ed0a7fef792b714952b35fe255ed58d72262ed496c3d82b992a2fb9b47ac88,0x32adae2a467d5742ad498aef2841b546decc4444,,,0.3,260.178,43838354.31307367,5934.93994190399,0-50k,0.648219696264349,697811428.6044995,1124.3500275644387,260.178,867.26
2026-01-29 09:49:28,0x5a2558e02b8d151ce2ed763f58475d331d4724efbe0def15ccfd5552e0d7b363,0x24aafb6b66bf6b64437fd6fd714a7cb791b04444,,,0.3,260.178,48899053.09603121,5320.716527762718,0-50k,0.29405940594059404,751100946.9039688,510.05192079207916,260.178,867.26
2026-01-29 09:50:47,0xa1b42f2d13f43314f8767a4fc833712cb093ecfa87ac0133cbae85042f92021d,0x810cf787c07eaa4770b234a74e5fd8c9d4d84444,,,0.3,260.178,43938880.78643675,5921.361567323146,0-50k,0.6405940594059406,698900406.7821219,1111.123207920792,260.178,867.26
2026-01-29 09:56:06,0xe2aa030128d964378835af606b78a2398ab0884b7c0f3a51d787f1c57916773a,0x1b9f24822de4e3286bd7612e2ad95023b2664444,,,0.3,260.178,25212383.004455358,10319.452943183638,0-50k,2.771106606065492,466935722.77045155,4806.539830352717,260.178,867.26
2026-01-29 10:02:16,0xcf8776e7bc2cd0507fc7e2dd3f6c7883e1d1a089693b926814e1425c5fd5ac0a,0x5e399168f677860ad9c608332612403adbeb4444,,,0.3,260.178,22598995.4908185,11512.812598493807,0-50k,3.2652300500926463,428111207.93785924,5663.606826486697,260.178,867.26
2026-01-29 10:23:32,0x49d4da267f949255d2a9cf9de23fdd27e59ddfdcb56fbe4aad3c44a7ac0d74e4,0x0b5bf3c614510a39c6bb5a20a9d3027b94804444,收集比特币,童年4399虚拟币小游戏,0.3,260.178,27116525.50139289,9594.813317312186,0-50k,2.4570141654329545,493928295.3936777,4261.740210226768,260.178,867.26
2026-01-29 10:42:57,0x0f159055504c16038607e25436955d12c0863c95c0cc74e5ccf229377cde83a6,0xe84c22a3888ecdae1c5c9da301daf82df2994444,兔星星,㆗͏国探月工程官方吉祥物,0.5,433.63,43067014.230260156,10068.726791264735,0-50k,2.7639491755003482,467529674.6371082,4794.125123888864,433.63,867.26
2026-01-29 11:14:11,0xc9328c4aeabd1d4f20cfe87a17712cfc6cbd510c4188a4e4ccffc5a3451b2ca4,0xd96cd87bb046f5ded0c46ff4124cb592855e7777,币安挑战,首个在flap上的直播代币,0.5,433.63,8692710.478949033,49884.3256139858,0-50k,,,,433.63,867.26
2026-01-29 11:47:48,0xe881867205f76aa8d4995aacd35292b20e172b70f18969dff26fdb42123ee3db,0xc52ffe26ba2eecfea44e819e7a3b6fd09c9d7777,,,0.3,260.178,27898242.789305706,9325.963716242895,0-50k,,,,260.178,867.26
2026-01-29 11:54:47,0xac08dfe82f5e480b4efc811e599acdda62e29afa8c4a5eb453757c63baf8aacc,0xc52ffe26ba2eecfea44e819e7a3b6fd09c9d7777,,,0.3,260.178,23958267.44999365,10859.63334131112,0-50k,,,,260.178,867.26
2026-01-29 12:00:45,0x98e9d387eb67b678f784da2b6230729c90e50857173e7fdf88d31a708db4be20,0xd34f6a4a817c70f78e4100f881c67d1158354444,,,0.3,260.178,18376857.748369545,14157.915545876382,0-50k,4.276254632980158,360124560.1243521,7417.249185996743,260.178,867.26
2026-01-29 12:03:31,0x9623915957a76ec604c30275f165c4194ea9515bb0e8fdffc4bcbe9fe3fd950d,0x00974bff6ad5dde28336e2ecc61b374ce3354444,FkToly,FuckToly,0.3,260.178,9492297.668605028,27409.380645585603,0-50k,8.30439912176074,183590359.01387036,14404.146364676439,260.178,867.26
2026-01-29 12:06:38,0x1dbf0a26ed8dec9a08dfc87b1fc7f5c90b12378db5330587c6b4ce9a68a11e3b,0x41583deaefd121aa190470cd1f88cc3040814444,,,0.3,260.178,27067210.008216176,9612.294725648624,0-50k,2.4647283289277273,493241815.3536056,4275.120581091722,260.178,867.26
2026-01-29 12:07:49,0x1014f3ff21217555549ad9b13578bc03cce4ef78bc8bbdbdd3a69b40a0121079,0xc52ffe26ba2eecfea44e819e7a3b6fd09c9d7777,,,0.3,260.178,21889381.007532835,11886.03733977057,0-50k,,,,260.178,867.26
2026-01-29 12:12:22,0x1fcaf3153016e10256db3e09e43838e876befbc2c3f43b9ee8eae701b6abff17,0x843ee3837e2715b20aa1feea4e0b599313394444,,,0.3,260.178,47665010.9061801,5458.469326947455,0-50k,0.37519447704341286,738383090.3615237,650.7823243213404,260.178,867.26
2026-01-29 12:17:43,0x90e7bcabbaeb16311a674e45eb9eb07be99e6cfac7dc58a61f3c56213b74f212,0xde148370eaa13ee99fe217e8d4eb0e4ac5ba4444,,,0.3,260.178,38527136.24571117,6753.1102841562215,0-50k,1.0926278120317445,638300882.4439372,1895.1847925253014,260.178,867.26
2026-01-29 12:22:20,0xd0142695163b112356b354a8cc6fe77ee2b88a5ffc5097cf1d5579cf9d40964e,0xc52ffe26ba2eecfea44e819e7a3b6fd09c9d7777,,,0.2,173.452,10079772.128782528,17207.928689648877,0-50k,,,,173.452,867.26
2026-01-29 12:52:01,0xd674f609ecaf5044f945dba79b6f1215917f65555bd1540eaa42133105d52db9,0xb10b1009dc4ea9f3140b7041b62e7a66ccef4444,,,0.3,260.178,24282628.228820518,10714.573296938279,0-50k,2.93773015612605,453372634.0964827,5095.551710403756,260.178,867.26
