research_priority,token,token_label,name,first_buy_time_utc,first_buy_bucket,first_buy_fdv_usd,first_buy_approx_liquidity_usd_after,buy_bnb,sell_bnb,realized_pnl_bnb,realized_roi,holding_window,first_exit_window,minutes_to_first_sell,minutes_to_last_trade,narrative_tag,source_type_guess,source_status,earliest_source_url,earliest_source_name,earliest_source_time_utc,buy_vs_source_window,leader_or_copycat,source_confidence,source_note
105,0x444497c85e6f7f7aa2d098c964da79e21dcfecab,金铲铲贵族,金铲铲贵族,2026-04-16 09:39:05,0-50k,12732.200765564072,2866.607088432132,1.5699999999999998,3.880429683444453,2.3066966121644525,1.4692335109327723,5-30m,0-5m,0.5666666666666667,22.25,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0xe2b296db9c0c0854ed69f47eff434b54a7454444,wood,thank you wood,2026-05-07 15:33:12,0-50k,5561.548288223824,2228.5342324131816,2.0700000000000003,4.328298539608413,2.254900356288413,1.0893238436175907,1h-6h,0-5m,0.25,60.53333333333333,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0xe0769afa470e416f58c7792870c7e3b01b374444,KANDURA,Kandura Teng,2026-04-13 14:08:04,0-50k,5998.772915375704,2448.399958905158,0.4,2.5946850515205973,2.1942966763205973,5.485741690801493,5-30m,0-5m,0.18333333333333332,17.083333333333332,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0x5ea9176e9196c8968f9cc440cd148bcf07e74444,Martian,Martian,2026-04-19 11:00:23,0-50k,6185.145396135181,,1.5000000000000002,3.654005906097891,2.1531009953378915,1.435400663558594,7d+,0-5m,1.2833333333333334,27496.8,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0xada9108d2148604119b7861df7af0c3c83364444,币圈一姐,香港报纸给一姐的称呼,2026-05-16 08:03:19,0-50k,5174.592628312146,1692.1455782520534,1.2,3.325826164035739,2.1245483550655075,1.7704569625545896,6h-24h,0-5m,0.6833333333333333,1207.45,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0x0234849d5e5b2e630b19e2e1c96b78058c274444,ASTEROID,ASTEROID,2026-04-17 03:52:02,0-50k,29163.845063569635,14389.926524851606,0.4,2.46066314513305,2.06028111253305,5.150702781332624,1h-6h,5-30m,7.333333333333333,96.75,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0x1eede6b205290d58a05722dccf31f3227f794444,谎话精,谎话精,2026-04-09 16:49:45,0-50k,17374.27993307847,9517.813148514851,1.17,3.0367172069995623,1.8633969473595624,1.5926469635551816,30m-1h,0-5m,0.1,56.916666666666664,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0xdfeff045b40a08c50b4d99b2739735706bd84444,freedom of money,freedom of money,2026-02-28 03:47:37,0-50k,19182.1893590797,10401.199182762795,0.5,2.3460980289622992,1.845890853762299,3.691781707524598,7d+,0-5m,1.25,14792.833333333334,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0xc75110b5959b61d7f4de0d425ce2d8377b924444,慈善家,private donations,2026-03-13 07:00:29,0-50k,8256.120604118607,4274.95236411622,0.777,2.5428625541594414,1.7569361955194414,2.2611791448126657,1d-3d,0-5m,0.06666666666666667,1868.25,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0x93e4452af265d1dd2c3ed37e4eea7f996c744444,唐子兵法,唐子兵法,2026-03-17 02:20:12,0-50k,10442.18136188784,3712948.360916255,0.7,2.440789452132475,1.7403012566124751,2.486144652303536,7d+,5-30m,13.966666666666667,38149.28333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0xa8913d9b17389cbb67955e5b6d6dc4930cfb4444,Dinance,Dream Binacne,2026-05-07 08:19:02,0-50k,6815.576702840474,3253.6622120035636,0.77,2.4763433252221336,1.7031424484621336,2.2118733096910823,0-5m,0-5m,0.1,1.6,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0x614d6d3c765d66cb929469443eb626556e734444,致加密社区的一封公开信,致加密社区的一封公开信,2026-01-30 04:17:05,0-50k,13038.287094516618,6889.359205170127,0.8,2.2349777408919125,1.4347309955719123,1.7934137444648903,1h-6h,0-5m,0.2833333333333333,217.55,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0xeee5c3876bb10a2d5752b28c10c0d307edfd4444,华山论剑,华山论剑,2026-03-08 05:02:50,0-50k,4948.9663142787,1689.1139405940592,0.6,1.9556034623962657,1.3496696849562655,2.2494494749271094,0-5m,0-5m,0.2,1.5666666666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0x350b17da692d5ecd49bb751deaf5baf0ad604444,愚人小何,AI小何逗你玩,2026-04-01 07:21:05,0-50k,8551.345965121223,4720.83434646747,1.83,3.1647003161204568,1.3343534219204567,0.7291548753663698,6h-24h,5-30m,7.55,397.53333333333336,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
105,0x6f55eebc1a7871bac89fd203a206c2b0f6634444,SPCX,SpaceX,2026-04-15 11:09:56,0-50k,28015.565255388366,13848.324107421486,1.0,2.31334381321072,1.3130285062809277,1.3130285062809277,7d+,7d+,43676.48333333333,43676.71666666667,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0x77e41a64b056b2de34cddeb087a4162145c74444,ClawHouse,just a Claw House,2026-03-09 04:34:19,0-50k,14169.780876102175,7641.683456206965,0.6,1.8939956065290309,1.2937561281690309,2.1562602136150515,1d-3d,0-5m,1.6333333333333333,1820.6,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0x55a343ee1ce56f089703bf99900a5f69f36e4444,Claymation,Claymation,2026-03-21 00:56:34,0-50k,34141.47842952133,,0.4,1.6903668361481077,1.2902468546281078,3.2256171365702695,1d-3d,1d-3d,2243.616666666667,3148.7166666666667,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0x2e2c15a5b16012d89e3cdcaa5f4e6c8d8f2a4444,东͏莞͏崇͏英͏学校,东͏莞͏崇͏英͏学校,2026-03-19 04:08:49,0-50k,9388.327146415517,4853.230694513136,1.0,2.2895553303225493,1.2893362595225493,1.2893362595225493,1d-3d,0-5m,0.8166666666666667,1759.3333333333333,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0xc3328bdd2d71fac87df2599cfed8e85931314444,7,7,2026-04-10 04:27:18,0-50k,4344.781246695872,,0.5,1.747674961717216,1.247534342477216,2.495068684954432,7d+,7d+,17572.716666666667,59689.083333333336,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0x66e70721537e1cf2bcb290cb840c499dd62d4444,Binance AI Pro,Binance AI Pro,2026-03-25 07:45:53,0-50k,45659.46525895052,,2.4999999999999996,3.70834618483324,1.2079561112732404,0.4831824445092962,7d+,0-5m,0.3333333333333333,12794.566666666668,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
105,0x1ed252c4374d2fcfcec98831bc09533c18de4444,NICE,Nice,2026-04-14 03:00:04,0-50k,5878.656954253513,2352.9320931672037,0.4,1.5805871139545764,1.1803449523945766,2.9508623809864414,0-5m,0-5m,0.21666666666666667,1.6333333333333333,unknown,unknown,待追踪,,,,待补证据,待判断,low,需要用 token 名称、部署时间、早期传播账号继续检索
105,0xb2df7b3df369be8d4d6b5a86425d72b90e3e4444,COCO,首个币安⼴场小安助手接入的成员,2026-03-14 09:47:54,0-50k,6110.352439101786,2613.1560891089107,1.384,2.547614403081063,1.1542182622010628,0.8339727328042361,1d-3d,0-5m,0.1,4237.866666666667,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
105,0x697077192abd1d789c52b6425b3333bb216a4444,热点雷达,热点雷达,2026-02-12 08:11:13,0-50k,8478.459400927397,4359.836488951279,0.5,1.6648813578538884,1.1503328853738883,2.3006657707477767,0-5m,0-5m,0.06666666666666667,0.06666666666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0x489632f7340f97bd117c0d3b1f230a8b6a314444,马尔福,马年尔等有福了,2026-02-04 09:58:18,0-50k,37780.75449241996,17887.05461086085,1.0,2.138149713310174,1.137943342110174,1.137943342110174,3d-7d,30m-1h,32.416666666666664,6117.816666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0x4106eeaa36217a412a0c136f62a9bac6a6664444,ong咪,你瞅啥真名,2026-01-27 08:44:22,0-50k,6101.437259380896,1128.369525063246,0.3,1.366904520703795,1.066764257863795,3.555880859545983,1h-6h,1h-6h,150.7,161.6,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0x1d8fbc1ff8755d5df67357d487a2e0f035ec4444,尖叫鸡,尖叫鸡,2026-01-30 10:35:45,0-50k,13328.19727209341,7077.638753326701,0.5,1.5670265802461851,1.0444083084459543,2.0888166168919087,7d+,0-5m,3.95,171610.65,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0xb9c78706ce79525058e43f76fcd1ac5cef234444,一纸人生，半生自由,一纸人生，半生自由,2026-04-10 04:10:16,0-50k,6336.468944759872,2980.1783524752473,0.77,1.815827628246634,1.042208642766634,1.3535177178787454,1h-6h,0-5m,0.21666666666666667,287.1666666666667,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
105,0xa818853a06040a6ba9fb98ab34bbf56fe8444444,BIBIClaw,币安AI,2026-03-16 06:27:24,0-50k,12781.804797292662,7042.604513075218,1.2,2.2307525732350473,1.0305115462750474,0.8587596218958728,7d+,5-30m,22.566666666666666,11765.75,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
105,0x4444e2614121dc92c3963c0dea45c1024a8e4a3d,MARTIAN,BNB CHAIN官网给了名字,2026-04-19 11:00:50,0-50k,13737.941053756247,3970.692095394813,1.04,2.0661111960920153,1.0256834468520153,0.9862340835115532,1h-6h,5-30m,18.333333333333332,187.53333333333333,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
105,0x36b012c02979a8da06f942889c651ef8b8564444,红包女侠,红包女侠,2026-02-14 08:25:09,0-50k,43442.38943099865,19219.134266231136,0.5,1.5393402457938232,1.024665088593823,2.0493301771876467,5-30m,0-5m,0.35,20.233333333333334,unmapped_chinese_meme,meme/community,待追踪,,,,待补证据,待判断,low,需要追踪中文社媒、群聊、Four.meme 创建描述
100,0x8004fc7b58399586ca6793ba6629849a78c96af2,AGENT,Agent Only,2026-03-01 16:30:37,0-50k,29363.335508245396,,0.5,1.49683711379752,0.99657186219752,1.99314372439504,1d-3d,6h-24h,837.1666666666666,3745.8166666666666,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x4c938dc2aac0136f0adad3307e929ff94d564444,币安AI,币安AI,2026-03-15 12:36:19,0-50k,14731.647185671702,8010.870661825687,0.504,1.443402460588794,0.939078111988794,1.8632502221999885,6h-24h,0-5m,0.3,1042.4166666666667,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x32b1fa9d307a19c119ab20219ba409f927334444,7,币安ins发的7,2026-03-16 12:48:46,0-50k,5213.208732908951,1740.0073942461238,0.77,1.6788902191862105,0.9001201876662105,1.1689872567093642,0-5m,0-5m,0.06666666666666667,1.1833333333333333,binance,company/project,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0xfecb0d1585223d3a7812913eb882862d47b44444,CZ,Terry Chen,2026-03-18 04:33:31,0-50k,40531.05903981114,,0.6,1.4930383892704804,0.8928657878704804,1.4881096464508008,6h-24h,6h-24h,417.65,472.8333333333333,binance+founder_person,company/project/person,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x8152871b4d3d3399d9c00800ea238ecda1264444,币安AI短剧比赛,六大门派围攻光明顶官方tag,2026-02-09 09:27:43,0-50k,5042.25366875514,1471.019790233586,0.3,1.1678182762533769,0.8676025061733769,2.8920083539112564,3d-7d,0-5m,1.05,7028.166666666667,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x1f7d530e1c985881308b6aa5c7c41978a0834444,金狗,Dogecoin Gold,2026-04-17 14:25:00,0-50k,9307.173515772303,4790.3216994575305,0.4,1.2591227774620573,0.8589288472620572,2.147322118155143,0-5m,0-5m,0.23333333333333334,3.3666666666666667,pure_meme,meme,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0xea40fb19cccb852e2e9095904647773fa4614444,FFAI,FFAI,2026-03-22 06:15:18,0-50k,5111.55371119026,,0.44,1.2838843829976412,0.8436934046776411,1.9174850106310024,6h-24h,0-5m,0.3333333333333333,1253.15,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x44448544e30f01e2309e96ceb31a73146ccd995f,FOURAGENT,独家首个AI模式,2026-03-04 06:44:42,0-50k,18038.83582167352,6913.437446866641,0.6,1.4479117401027448,0.8355242330227448,1.3925403883712415,3d-7d,0-5m,0.6833333333333333,8892.633333333333,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x615e3bf691178705ff1f9c3822b802aa45c04444,YI PEPE,YI PEPE,2026-03-05 03:10:38,0-50k,4482.519560104391,887.8084397612632,0.3,1.1315251039387977,0.8255269208987976,2.7517564029959924,30m-1h,0-5m,0.6333333333333333,30.033333333333335,pure_meme,meme,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x07375dd96aac45cb5e48c5b0cc3844a3067d4444,SuperIntern,币安官方ai,2026-03-05 02:11:45,0-50k,16977.822955572046,9101.219876118128,0.3,1.0430230047070304,0.7374829149470303,2.458276383156768,3d-7d,5-30m,9.483333333333333,7725.15,binance+ai_agent,company/project/category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0xa408dca4afcee949abf0643671cd8e1359674444,歪鼻巴卜,抖音爆火歪鼻小猫,2026-03-31 03:23:30,0-50k,10621.915103701263,5680.001853744411,0.4,1.095466305554038,0.6953281579540381,1.7383203948850952,1d-3d,0-5m,1.4666666666666666,1743.75,chinese_social_meme,meme/community,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x94d76e03c312cfd895160bfb07e548914f154444,卡卡,何一的狗,2026-03-30 02:14:31,0-50k,7627.182670639067,3713.9252757941217,0.4,0.9816861017647722,0.5814902717247722,1.4537256793119304,5-30m,0-5m,0.25,29.783333333333335,binance+founder_person,company/project/person,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
100,0x02a2351059234f2783b800358eff8c2cc53b4444,贾维斯,贾维斯,2026-03-15 05:09:39,0-50k,25272.82858322584,13050.977921205937,0.5,1.0737196985584845,0.5648876450384844,1.1297752900769689,1d-3d,0-5m,0.1,3058.3333333333335,ai_agent,category,待追踪,,,,待补证据,待判断,low,基于 token 名称/描述的初步分类，需用原始链接复核
