token,symbol_or_addr,name,first_buy_time_utc,first_buy_bnb,first_buy_usd,first_buy_fdv_usd,first_buy_pool_bnb_after,first_buy_approx_liquidity_usd_after,first_buy_trade_volume_usd,first_buy_bucket,buy_count,sell_count,buy_bnb,sell_bnb,fee_bnb,realized_pnl_bnb,realized_pnl_usd_at_trade_prices,realized_roi,token_in_amount,token_out_amount,net_token_amount,open_position_flag,last_trade_time_utc
0x018b87d825ff22e9dd24136d11583c5a7ff54444,哏,哏,2026-03-08 05:15:25,0.3,183.57299999999998,18603.981792939237,8.02957257094722,9826.751503776626,183.57299999999998,0-50k,1,3,0.3,0.3969173392910682,0.00585613856,0.09106120073106821,55.721259339347945,0.3035373357702274,9867403.765664369,9867403.765664369,0.0,False,2026-03-08 05:19:37
0x0192299ad37b85e60f897b4a93d68854754d4444,小安助手,小安助手,2026-03-15 12:44:15,0.4,269.62800000000004,7405.781760681149,2.47760231741424,3340.1547881988336,269.62800000000004,0-50k,2,9,0.8,1.5804650315001416,0.00030170448,0.7801633270201416,524.9541209148429,0.975204158775177,83950885.08015382,83950885.08015382,0.0,False,2026-03-17 08:07:47
0x01933d130d49ea17031aa2867add7f5e1b214444,怂了,怂了,2026-03-11 13:28:24,0.6,390.85799999999995,5059.840343553359,1.2353465346534653,1609.4835861386136,390.85799999999995,0-50k,1,1,0.6,0.5686365543840571,0.00580325088,-0.03716669649594284,-24.211501098352052,-0.06194449415990474,77247101.38294864,77247101.38294864,0.0,False,2026-03-11 13:28:45
0x019de8e5ad884c016113e24b985cb524fab07777,FOOTBALL,链上世界杯,2026-05-22 09:53:57,0.4,259.952,15933.00605294323,,,259.952,0-50k,2,2,0.8,0.552367327736604,0.00013992924000000003,-0.24777260150339603,-161.02245826502696,-0.309715751879245,21524730.543630265,13044480.225017194,8480250.318613071,True,2026-05-22 11:36:07
0x01be2bcf8a9bbfcb5a26ccbe88462e65ebf14444,张三疯,何一专门拜访的猫,2026-03-30 02:13:47,0.4,243.55200000000002,8077.452719728383,3.3120543162407317,4033.287264145313,243.55200000000002,0-50k,2,2,0.42000000000000004,0.3875128449019433,0.00011859888,-0.03260575397805672,-19.852991482159172,-0.0776327475668017,32444264.523041688,32444264.523041688,0.0,False,2026-03-30 02:44:14
0x01f52ed8be8d1c832191bbc680d5202d60984444,马优优,MINISO春晚联名IP,2026-01-30 06:39:24,0.3,257.202,9146.872572410917,2.3046114676294946,3951.671191314942,257.202,0-50k,1,2,0.3,0.3716968360917514,0.00128653884,0.07041029725175142,60.36556424581655,0.23470099083917143,28119119.18132332,21700100.53429938,6419018.647023939,True,2026-01-30 06:43:15
0x02164be96382a93c1272557a2949a03db5a04444,JOB,JOB,2026-03-04 08:59:56,0.6,394.854,20243.928222095554,8.26146436410019,10873.57416674139,394.854,0-50k,1,2,0.6,0.8815845818514072,0.005830328480000001,0.27575425337140724,181.47111660118944,0.45959042228567876,19504811.302829575,19504811.30282957,3.725290298461914e-09,False,2026-03-04 09:01:37
0x0234849d5e5b2e630b19e2e1c96b78058c274444,ASTEROID,ASTEROID,2026-04-17 03:52:02,0.4,257.29200000000003,29163.845063569635,11.18567738200302,14389.926524851606,257.29200000000003,0-50k,1,18,0.4,2.46066314513305,0.0003820326,2.06028111253305,1325.2346200146337,5.150702781332624,8822293.474648835,8822293.474648837,-1.862645149230957e-09,False,2026-04-17 05:28:47
0x02367c2b93fbcbcc6a11f39fcb50f713c4cb4444,Binanciens,Binanciens,2026-05-14 03:36:03,0.6,406.98599999999993,21837.86529718249,,,406.98599999999993,0-50k,1,2,0.6,0.7693269532069559,6.0938039999999994e-05,0.16926601516695589,114.81483074789787,0.28211002527825985,18636711.71433176,18636711.71433176,0.0,False,2026-05-14 06:29:05
0x026792cdc2c95bb91739286c9652d121df694444,Event Rush,Event Rush,2026-05-25 12:00:13,0.6,397.36199999999997,4925.689098395471,1.0831683168316832,1434.6997623762377,397.36199999999997,0-50k,1,1,0.6,0.4906299814097094,6.293472e-05,-0.10943295331029056,-72.47416198880609,-0.18238825551715093,80671352.18287316,80671352.18287316,0.0,False,2026-05-25 12:05:33
0x026f9ae6dd56f7659d6dcb57fa96248e28c84444,星星人,星星人,2026-05-29 06:24:46,0.6,385.344,15154.698383678044,6.507545406516534,8358.811923762358,385.344,0-50k,1,2,0.6,0.5345388605831238,0.04460472144,-0.11006586085687614,-70.68869847672012,-0.18344310142812692,25427361.881053623,25427361.881053623,0.0,False,2026-05-29 06:30:27
0x027d9f4660fca8cf9ca1861b3238acaf96964444,三蹦子,三蹦子,2026-03-20 08:54:40,0.77,494.22450000000003,11647.490801207538,5.0712518393934785,6509.965986229408,494.22450000000003,0-50k,1,4,0.77,1.0225478424867673,0.008770031520000002,0.24377781096676732,156.46878796901956,0.31659455969710043,42431842.91236032,42431842.91236031,7.450580596923828e-09,False,2026-03-20 09:00:07
0x028308571d5bcce9ecc01f3628597aeb7efb4444,普京大帝,普京大帝,2026-05-18 12:16:21,0.4,257.232,6525.996782436346,2.1490374606126643,2764.0060203415846,257.232,0-50k,1,1,0.4,0.2845982411827739,0.0003242822802971,-0.11572604109752324,-75.46782735715212,-0.28931510274380806,39416507.32839739,39416507.32839739,0.0,False,2026-05-19 15:20:13
0x028b5bdae1d476eb881775333e2657fee9984444,Binance Ai Pro,Binance Ai Pro,2026-03-25 06:27:27,0.4,258.956,4032.07463782298,0.3920792079207921,507.65631683168317,258.956,0-50k,1,2,0.4,0.48623962156268313,8.803704e-05,0.08615158452268311,55.773674304139824,0.21537896130670775,64224009.53862723,64224009.53862724,-7.450580596923828e-09,False,2026-03-25 06:30:12
0x028d8e6e2ce6416c414cd6e2b75c26ccff8b4444,发动机,发动机,2026-03-16 13:24:32,0.4,271.64000000000004,13213.216964142266,5.269987624981616,7157.697192250032,271.64000000000004,0-50k,2,2,0.8,0.44870620188508187,0.00012007632,-0.35141387443491817,-240.96241956439303,-0.4392673430436477,41524836.79253725,41524836.79253725,0.0,False,2026-03-17 08:25:01
0x02a2351059234f2783b800358eff8c2cc53b4444,贾维斯,贾维斯,2026-03-15 05:09:39,0.5,337.035,25272.82858322584,9.680728945959569,13050.977921205935,337.035,0-50k,1,8,0.5,1.0737196985584845,0.008832053519999997,0.5648876450384844,380.0676766889802,1.1297752900769689,13335863.806859273,13335863.806859273,0.0,False,2026-03-17 08:07:59
0x02e75d28a8aa2a0033b8cf866fcf0bb0e1ee4444,PALU,Palu,2026-05-30 04:02:16,3.0,2153.16,1981974.4778432425,,,2153.16,1m-5m,3,3,9.0,9.795969289467347,0.049130584320000004,0.7468387051473473,536.0210754583537,0.08298207834970525,2736686.260029099,2736686.260029099,0.0,False,2026-05-30 07:46:58
0x02fde61de96170c12d7ce5a3f32024b3c4024444,"Freedom of Money,","Freedom of Money,",2026-02-28 03:32:51,0.5,308.5,46939.71394525272,16.301092247899255,20115.54783390768,308.5,0-50k,4,3,4.5,5.381955818769729,0.0030135809200000003,0.8789422378497289,542.3073607532828,0.19532049729993975,14087543.437258177,14087543.437258177,0.0,False,2026-02-28 03:34:47
0x032decef5d0ebe4c1cc234d3a8d4cf915ec64444,peace,peace,2026-02-28 06:24:04,0.5,308.5,5059.581153824844,,,308.5,0-50k,1,4,0.5,0.7459138379427281,0.00022048944,0.24569334850272814,151.59279602618327,0.4913866970054563,60973426.57836137,60973426.57836137,0.0,False,2026-02-28 06:47:58
0x032fa89baa3958e3cf0a54b6960a15e03e954444,DOGESHIT,DOGESHIT,2026-03-23 06:12:41,0.4,255.524,6312.507050177178,2.041859106977241,2608.720032256262,255.524,0-50k,1,4,0.4,0.7067838299235517,0.0001378788,0.3066459511235517,195.888500037236,0.7666148778088792,40479004.295579836,40479004.295579836,0.0,False,2026-03-23 12:48:11
0x0332a0e6b22cb1832d3ecd7264c18e2e9b6e4444,Yi He 🔶 BNB,Yi He 🔶 BNB,2026-05-22 07:55:33,0.4,259.952,14721.626474480508,6.157623904399133,8003.433245981818,259.952,0-50k,1,1,0.4,0.2556167056395538,6.408672e-05,-0.14444738108044622,-93.87346401656038,-0.36111845270111553,17657831.520900145,8828915.760450073,8828915.760450073,True,2026-05-22 08:00:53
0x03402101bf9aeb273e51ec60b8e9f83c644f4444,Xstocks,Binance Xstocks,2026-05-31 11:53:52,0.6,425.712,5318.294887063426,1.1101980198019803,1575.415398019802,425.712,0-50k,3,6,2.4,1.6423853768421828,0.00023304876,-0.7578476719178171,-537.7080801791295,-0.31576986329909046,94397052.02502924,87221880.21157664,7175171.813452601,True,2026-05-31 13:17:32
0x035414f8b58343d1046b907597f2aed9f6274444,X,X,2026-05-05 07:29:02,0.4,252.216,6640.886169381453,1.5249396229930299,1923.07085976405,252.216,0-50k,1,1,0.4,0.36389239281902935,8.159704e-05,-0.03618920422097067,-7.7007070863661715,-0.09047301055242667,37979268.6649065,37979268.6649065,0.0,False,2026-05-15 19:07:33
0x0358e6a714586f63a66d18f2a41dea62faef4444,H,HODL,2026-05-03 15:01:44,0.4,246.93600000000004,3317.639585618894,,,246.93600000000004,0-50k,1,1,0.4,0.5002138649778919,0.01622194224,0.08399192273789187,64.10493564007167,0.20997980684472967,74431231.49072716,74431231.49072716,0.0,False,2026-05-29 14:49:34
0x03905e0142290dd511382aeed24deb4408c47777,税拍,拍卖权重分红协议,2026-04-13 02:50:39,0.4,245.93200000000002,17823.4700297834,,,245.93200000000002,0-50k,1,1,0.4,0.07785797444638025,8.104776e-05,-0.32222307331361977,-198.11241216541285,-0.8055576832840494,13798210.987481246,13798210.987481246,0.0,False,2026-04-13 06:57:59
0x039a9fad64f7dc441761bfe4a0f8dd59005b4444,口水战,cz和徐明星的口水战,2026-04-08 07:20:09,0.4,240.44400000000002,6275.855269942644,2.2650891797582036,2723.1355136889074,240.44400000000002,0-50k,1,1,0.4,0.23382785521921542,5.938668e-05,-0.1662315314607846,-99.92343587639222,-0.41557882865196144,38312547.00081659,38312547.00081659,0.0,False,2026-04-08 07:20:55
0x03a0a8700fa3809c6c2d637babd841296da57777,FOMA,Freedom of Money Art,2026-05-19 16:41:07,0.4,255.76,53826.97744775905,,,255.76,50k-100k,2,0,0.8,0.0,6.02256e-05,-0.8000602256,,-1.0000752819999998,6496581.527829174,0.0,6496581.527829174,True,2026-05-23 06:08:55
0x03ac4fb9def72de66a2cb1f488ffcbaee4a44444,天马,Tianma,2026-02-10 07:45:06,0.3,185.862,9951.875727670324,4.1934789084574,5196.055845891395,185.862,0-50k,1,1,0.3,0.12141087345162728,6.024984e-05,-0.17864937638837272,-110.68043464765243,-0.5954979212945758,18676077.262824625,18676077.262824625,0.0,False,2026-02-10 07:46:41
0x03cf8a753fc2a2d84025f91243ef8b03b9444444,一姐语录,一姐的语录,2026-04-09 13:37:18,0.4,241.18400000000003,4625.716055661521,1.09013524124068,1314.6158901169608,241.18400000000003,0-50k,1,1,0.4,0.3910004565824483,6.015192e-05,-0.009059695337551714,-5.462633900730185,-0.02264923834387928,52139819.45666755,52139819.45666755,0.0,False,2026-04-09 13:37:52
0x03dc067b1345d2f4ab547af8e6f7d73d11584444,币学,币学,2026-05-25 10:51:24,0.77,509.9479,5056.01846787356,1.2616831683168317,1671.1498237623762,509.9479,0-50k,1,2,0.77,0.696053650072211,0.0030878950800000003,-0.07703424500778903,-51.01746944130842,-0.10004447403608965,100859580.16970451,100859580.16970451,0.0,False,2026-05-25 10:55:48
0x03e8e63daafce15d068a9f45146aad83d8dbffff,围城,围城,2026-02-10 04:09:46,0.3,185.862,9899.86914706135,4.1667695873990995,5162.960860354476,185.862,0-50k,1,4,0.3,0.6437784498137219,0.00014132112,0.3436371286937219,211.00457045573035,1.1454570956457397,18774187.54117278,18774187.54117278,0.0,False,2026-02-11 04:13:16
0x0401a76952d8ad0f9e29c6656fc1e3dd08754444,加密江湖,加密江湖,2026-02-14 07:26:21,0.3,189.714,17302.882373812037,7.308496725185725,9243.494318145897,189.714,0-50k,1,1,0.3,0.384605032235317,6.029076e-05,0.08454474147531701,53.464403614160965,0.2818158049177234,10964300.39235155,10964300.39235155,0.0,False,2026-02-14 07:27:27
0x040431416b101fc69ac0aada1a923d33f74e4444,BNB,BNB可以改变你的生活,2026-03-31 09:52:13,0.2,123.42200000000001,7788.801683339681,2.9842460273715643,3683.216131902532,123.42200000000001,0-50k,1,1,0.2,0.09465236865367523,6.0038159999999994e-05,-0.10540766950632478,-65.0481269290481,-0.5270383475316239,15846083.263873672,15846083.263873672,0.0,False,2026-03-31 09:55:13
0x041372dec9c73481fa9a756452ed9068be084444,98,98,2026-03-11 06:01:02,0.6,390.85799999999995,9521.096461878562,3.872970297029703,5045.938081188118,390.85799999999995,0-50k,1,2,0.6,0.7021611040154998,0.005829194879999999,0.09633190913549983,62.75349556813864,0.16055318189249973,41051784.48353643,41051784.48353643,0.0,False,2026-03-11 06:02:15
0x0415b3419b5c989add3068b403bc39a87c574444,币安安全小剧场,币安安全小剧场,2026-04-16 08:29:47,0.77,489.75849999999997,8691.863035558605,3.637476949209206,4627.234427089031,489.75849999999997,0-50k,1,2,0.77,0.4988074588357721,0.0030878950800000003,-0.27428043624422793,-174.45607147314112,-0.3562083587587376,56346780.660991445,56346780.660991445,0.0,False,2026-04-16 08:30:09
0x04239e5a53564e7dc7b961a8e9f23326a8ec4444,亚洲鲤鱼,亚洲鲤鱼,2026-03-12 02:41:37,0.6,391.05,13901.322255298332,3788.060603863007,4937736.99713543,391.05,0-50k,7,2,1.0049999999999994,0.5528557572375188,0.009030846919999998,-0.46117508968248067,-300.5708647005568,-0.4588806862512248,91133053.60787809,91133053.60787807,1.4901161193847656e-08,False,2026-03-12 12:37:53
0x043c04d22f20b3fd3577d3d3cdb89ed3054f4444,扑街,扑街,2026-05-02 12:33:24,0.4,247.252,12783.948709826072,,,247.252,0-50k,1,2,0.4,0.48910786754159896,5.9679959999999995e-05,0.08904818758159894,67.7371182296148,0.22262046895399734,19340816.019541424,19340816.019541424,0.0,False,2026-05-11 14:15:23
0x043dada24f4f8c88f152e1dd06b8ecbe8a364444,GigaCZ,GigaCZ,2026-05-25 03:33:33,0.2,132.454,4030.616905797368,0.21884023811231096,289.86264898928033,132.454,0-50k,1,1,0.2,0.20390827955701618,0.022396248,-0.01848796844298383,-16.104011276541932,-0.09243984221491915,32861967.06253256,32861967.06253256,0.0,False,2026-05-29 14:47:00
0x04523c406d562409f075514abfd4bdc0fc534444,BABYPUNCH,BABYPUNCH,2026-02-26 13:17:55,0.3,187.794,8329.141267894482,3.27600233383893,4101.423881872986,187.794,0-50k,1,4,0.3,0.434276010407232,0.00013828332,0.13413772708723204,83.96753440206551,0.44712575695744017,22546622.029796876,22546622.02979688,-3.725290298461914e-09,False,2026-02-26 13:34:11
0x0477ebf7afa942b2b67c4198c90289cee0ac4444,dogeork,dogeorkcoin,2026-05-17 05:31:32,0.4,259.604,8061.907624273342,3.0120431274035258,3909.6922202323244,259.604,0-50k,2,2,0.8,0.9319243158341529,0.00012554544,0.13179877039415286,85.53871997350916,0.16474846299269105,66944134.02799381,66944134.02799381,0.0,False,2026-05-17 05:35:50
0x0488bd1a2b2f694e7fcc471145b33032eec54444,隼,XXYY吉祥物,2026-03-29 03:46:21,0.77,466.3505,5255.283337458975,1.726350188541855,2091.127983380749,466.3505,0-50k,1,1,0.77,0.6686070159593965,6.0038159999999994e-05,-0.10145302220060348,-61.44502289579551,-0.13175717168909543,88739363.80859132,88739363.80859132,0.0,False,2026-03-29 03:47:27
0x048a1a6ad34966bc4e57acb1abb8f77481db4444,gBNB,GRAYSCALE BNB ETF,2026-05-18 05:25:31,0.6,385.848,4124.988339124317,0.5881188118811881,756.4148910891089,385.848,0-50k,1,0,0.6,0.0,6.4119e-05,-0.600064119,,-1.000106865,93539173.51483002,0.0,93539173.51483002,True,2026-05-18 05:25:31
0x048e32aadafc2c3f5253686dd00e04f9d0264444,0x...1111,0x...1111,2026-03-02 02:59:26,0.3,191.33999999999997,4944.35417334482,1.0768581061695224,1373.6402002298425,191.33999999999997,0-50k,1,1,0.3,0.24563057822284035,6.02922e-05,-0.05442971397715964,-34.7152715746324,-0.1814323799238655,38698684.05291845,38698684.05291845,0.0,False,2026-03-02 03:00:04
0x0494c6a929e85379171277e8de27c54ff5196578,"X
","X
",2026-05-05 08:32:19,0.4,252.216,5425.770015826871,0.6077227722785876,766.3870336650813,252.216,0-50k,1,1,0.4,0.38423762376237625,0.00037444151999999997,-0.016136817757623777,5.782385175856652,-0.04034204439405944,46484830.58889164,46484830.58889164,0.0,False,2026-05-15 19:07:13
0x049e23bf93eb4c7d53a859589cc57a180a054444,GBNB,GBNB,2026-05-18 05:25:46,0.6,385.848,4124.988339124317,0.5881188118811881,756.4148910891089,385.848,0-50k,1,0,0.6,0.0,6.41190003205e-05,-0.6000641190003205,,-1.0001068650005343,93539173.51483002,0.0,93539173.51483002,True,2026-05-18 05:25:46
0x04a8ca208be2c846e7cf616a3be895be28984444,$9.99改变你的人生,$9.99改变你的人生,2026-04-03 03:52:52,0.99,582.2388,7151.722203149234,3.21728065966151,3784.2942031202547,582.2388,0-50k,1,1,0.99,0.6313054679457357,5.927868e-05,-0.35875381073426427,-210.99029116903546,-0.3623775866002669,81412390.3950874,81412390.3950874,0.0,False,2026-04-03 03:53:09
0x04b1dd885b27a78adb025b38248c7809874e4444,💁‍♀️,💁‍♀️,2026-04-02 08:43:40,0.4,233.304,27116.415114601754,11.402104797219465,13300.783288052451,233.304,0-50k,2,1,0.8,0.4996023964624669,9.265344e-05,-0.3004902569775331,-175.26394728471598,-0.37561282122191636,26604126.449530564,26604126.449530564,0.0,False,2026-04-02 10:42:53
0x04c567d6900a7f6b7de3e1a9cf07a7ad663e4444,逐梦初心,逐梦初心,2026-05-06 05:22:27,0.4,259.048,14084.722194801849,5.913161677131049,7658.96353068722,259.048,0-50k,2,2,1.2000000000000002,0.566676057648943,0.00012702144,-0.6334509637910571,-405.6431184775053,-0.5278758031592142,51819867.73134081,51819867.73134081,0.0,False,2026-05-10 13:20:10
0x04d7889e4d0a257a180caba2a76727ae8f874444,赛博高僧,宇数佛陀,2026-02-27 05:20:59,0.3,184.21499999999997,6942.187586024045,2.5492486909391636,3130.7323173423865,184.21499999999997,0-50k,1,1,0.3,0.3549936874530777,6.02922e-05,0.0549333952530777,33.73185135515236,0.183111317510259,26535583.73600565,26535583.73600565,0.0,False,2026-02-27 05:21:12
0x04f5fd877b1448e94228f6377de3fa27d1df4444,MBGA,MBGA,2026-04-14 09:50:13,0.6,368.46,16194.37198376098,,,368.46,0-50k,1,0,0.6,0.0,2.108724e-05,-0.60002108724,,-1.0000351454,22752348.801761243,0.0,22752348.801761243,True,2026-04-14 09:50:13
0x05598decd720974551774ced8a5c8fafe6234444,土狗,土狗,2026-02-11 15:24:30,0.3,182.33399999999997,14685.665127427239,6.505458764477718,7907.775455748535,182.33399999999997,0-50k,1,2,0.3,0.33533984164335184,8.624496000000001e-05,0.03525359668335185,21.42643099220759,0.11751198894450618,12415780.859626807,12415780.85962681,-1.862645149230957e-09,False,2026-02-11 15:27:11
0x0566969ff0a59472a6693c758cf01cb98c684444,AI gent,AI gent,2026-03-03 17:09:16,0.3,190.089,22900.758339194286,9.297942985125697,11782.91122733039,190.089,0-50k,1,8,0.3,1.726366499532528,0.005961328639999999,1.420405170892528,898.6194150590578,4.734683902975093,8300554.819386293,8300554.819386294,-9.313225746154785e-10,False,2026-03-06 05:25:04
0x05e0e1b37582d397ab3a8395fa537fd9fad54444,感谢你陪我到山那边,抖音热搜榜一,2026-01-29 03:09:20,0.3,260.178,28725.20497764241,8.644101676147523,14993.367239311401,260.178,0-50k,1,2,0.3,0.32616543276865007,8.746692e-05,0.026077965848650075,20.998885339316562,0.08692655282883359,9057481.058969064,9057481.058969062,1.862645149230957e-09,False,2026-01-30 03:45:10
0x06005e943fa6c1407aeb9cc49f5ccbbb8bd44444,cz：修仙从牢里开始,cz：修仙从牢里开始,2026-02-26 04:02:04,0.3,187.794,10748.068538764628,4.539279776809584,5682.996709374527,187.794,0-50k,1,1,0.3,0.31844617042791695,6.028644e-05,0.018385883987916962,11.509195658756239,0.06128627995972321,17472348.57339167,17472348.57339167,0.0,False,2026-02-26 04:02:49
